Lead_ID,Lead_Source,Sales_Rep,Industry,Region,Created_Date,Qualified_Date,Demo_Date,Proposal_Date,Closed_Date,Deal_Status,Deal_Value
LEAD_110812,Facebook,Rohit Kapoor,Retail,South,2026-01-06 10:41:08.238817,,,,,Lost,
LEAD_114915,Website,rahul sharma,Retail,North,2025-07-30 10:41:08.238817,,,,,Lost,
LEAD_117866,LinkedIn,amit verma,,West,2026-01-25 10:41:08.238817,2026-02-03 10:41:08.238817,2026-02-12 10:41:08.238817,2026-02-21 10:41:08.238817,2026-03-07 10:41:08.238817,Lost,
LEAD_111546,Facebook,rahul sharma,IT,South,2025-12-18 10:41:08.238817,2025-12-23 10:41:08.238817,2025-12-26 10:41:08.238817,,,Lost,
LEAD_103183,google ads,amit verma,,West,2025-05-21 10:41:08.238817,2025-05-30 10:41:08.238817,2025-06-06 10:41:08.238817,2025-06-16 10:41:08.238817,2025-06-21 10:41:08.238817,Won,37202.0
LEAD_110831,Referral,rahul sharma,Healthcare,South,2025-12-11 10:41:08.238817,,,,,Lost,
LEAD_103036,,PRIYA MEHTA,Education,West,2025-06-23 10:41:08.238817,2025-06-28 10:41:08.238817,2025-07-06 10:41:08.238817,,,Lost,
LEAD_114993,facebook ,Rahul Sharma,Healthcare,West,2025-08-19 10:41:08.238817,2025-08-24 10:41:08.238817,,,,Lost,
LEAD_100542,Website,Amit Verma,IT,North,2025-08-18 10:41:08.238817,2025-08-25 10:41:08.238817,2025-09-03 10:41:08.238817,2025-09-21 10:41:08.238817,2025-09-27 10:41:08.238817,Lost,
LEAD_112106,website,Priya Mehta,Education,North,2025-07-11 10:41:08.238817,2025-07-15 10:41:08.238817,,,,Lost,
LEAD_102721,facebook ,Rahul Sharma,Education,East,2025-04-09 10:41:08.238817,2025-04-15 10:41:08.238817,2025-04-29 10:41:08.238817,,,Lost,
LEAD_109738,website,Amit Verma,,South,2025-08-10 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-22 10:41:08.238817,2025-08-26 10:41:08.238817,2025-09-01 10:41:08.238817,Won,138333.0
LEAD_105529,google ads,PRIYA MEHTA,Finance,West,2025-03-31 10:41:08.238817,2025-04-02 10:41:08.238817,2025-04-10 10:41:08.238817,2025-04-24 10:41:08.238817,2025-05-07 10:41:08.238817,Lost,
LEAD_109313,Facebook,Rohit Kapoor,Healthcare,West,2025-04-08 10:41:08.238817,2025-04-11 10:41:08.238817,2025-04-16 10:41:08.238817,2025-04-19 10:41:08.238817,2025-04-20 10:41:08.238817,Won,153594.0
LEAD_107561,Facebook,Amit Verma,Education,,2025-08-21 10:41:08.238817,,,,,Lost,
LEAD_111567,LinkedIn,rahul sharma,,West,2025-03-09 10:41:08.238817,,,,,Lost,
LEAD_102828,LinkedIn,PRIYA MEHTA,Finance,West,2025-08-10 10:41:08.238817,2025-08-19 10:41:08.238817,2025-08-26 10:41:08.238817,,,Lost,
LEAD_107998,facebook ,Priya Mehta,IT,West,2025-02-25 10:41:08.238817,2025-03-02 10:41:08.238817,2025-03-15 10:41:08.238817,2025-03-21 10:41:08.238817,2025-04-04 10:41:08.238817,Lost,
LEAD_105930,google ads,Priya Mehta,Retail,South,2025-10-15 10:41:08.238817,2025-10-23 10:41:08.238817,,,,Lost,
LEAD_100386,facebook ,,IT,West,2026-01-31 10:41:08.238817,2026-02-02 10:41:08.238817,2026-02-03 10:41:08.238817,2026-02-10 10:41:08.238817,2026-02-16 10:41:08.238817,Lost,
LEAD_102625,Google Ads,Amit Verma,Healthcare,West,2025-06-07 10:41:08.238817,2025-06-09 10:41:08.238817,,,,Lost,
LEAD_107101,google ads,amit verma,Education,,2025-08-04 10:41:08.238817,2025-08-12 10:41:08.238817,,,,Lost,
LEAD_107438,facebook ,Rahul Sharma,IT,,2026-01-27 10:41:08.238817,2026-01-29 10:41:08.238817,2026-02-02 10:41:08.238817,,,Lost,
LEAD_108225,Facebook,Rohit Kapoor,IT,East,2025-11-29 10:41:08.238817,,,,,Lost,
LEAD_101397,Facebook,Rohit Kapoor,Education,South,2025-06-03 10:41:08.238817,2025-06-09 10:41:08.238817,2025-06-12 10:41:08.238817,2025-06-29 10:41:08.238817,2025-07-09 10:41:08.238817,Lost,
LEAD_109949,Referral,PRIYA MEHTA,Finance,North,2025-11-21 10:41:08.238817,2025-11-23 10:41:08.238817,,,,Lost,
LEAD_112339,facebook ,Amit Verma,Education,West,2025-06-11 10:41:08.238817,,,,,Lost,
LEAD_116620,LinkedIn,Rahul Sharma,Healthcare,,2025-06-06 10:41:08.238817,,,,,Lost,
LEAD_103982,facebook ,PRIYA MEHTA,Education,West,2025-09-26 10:41:08.238817,2025-10-02 10:41:08.238817,,,,Lost,
LEAD_117251,,Rohit Kapoor,Education,,2025-10-01 10:41:08.238817,2025-10-09 10:41:08.238817,2025-10-16 10:41:08.238817,,,Lost,
LEAD_102402,Website,,IT,South,2026-02-02 10:41:08.238817,2026-02-09 10:41:08.238817,,,,Lost,
LEAD_113392,website,Priya Mehta,IT,West,2025-05-24 10:41:08.238817,2025-05-31 10:41:08.238817,2025-06-10 10:41:08.238817,,,Lost,
LEAD_106436,Referral,Rohit Kapoor,,East,2025-04-21 10:41:08.238817,2025-04-27 10:41:08.238817,2025-05-09 10:41:08.238817,2025-05-12 10:41:08.238817,2025-05-26 10:41:08.238817,Lost,
LEAD_102404,google ads,rahul sharma,IT,South,2025-12-06 10:41:08.238817,2025-12-13 10:41:08.238817,2025-12-23 10:41:08.238817,,,Lost,
LEAD_116688,Facebook,PRIYA MEHTA,Finance,West,2025-08-19 10:41:08.238817,,,,,Lost,
LEAD_104385,LinkedIn,Amit Verma,Healthcare,,2026-01-26 10:41:08.238817,2026-01-30 10:41:08.238817,2026-01-31 10:41:08.238817,2026-02-19 10:41:08.238817,2026-02-28 10:41:08.238817,Won,77753.0
LEAD_115721,,,Retail,West,2025-09-28 10:41:08.238817,2025-10-03 10:41:08.238817,2025-10-10 10:41:08.238817,2025-10-17 10:41:08.238817,2025-10-18 10:41:08.238817,Lost,
LEAD_113383,Facebook,Rahul Sharma,,,2026-02-07 10:41:08.238817,2026-02-16 10:41:08.238817,2026-02-21 10:41:08.238817,,,Lost,
LEAD_100117,facebook ,rahul sharma,Healthcare,East,2025-11-17 10:41:08.238817,2025-11-21 10:41:08.238817,2025-11-26 10:41:08.238817,2025-12-01 10:41:08.238817,2025-12-08 10:41:08.238817,Lost,
LEAD_110504,Facebook,,Education,West,2025-06-24 10:41:08.238817,,,,,Lost,
LEAD_117181,google ads,Neha Singh,IT,East,2026-02-03 10:41:08.238817,,,,,Lost,
LEAD_101719,Facebook,,Finance,West,2026-01-07 10:41:08.238817,,,,,Lost,
LEAD_103119,LinkedIn,amit verma,,,2025-07-07 10:41:08.238817,,,,,Lost,
LEAD_109622,Referral,,Education,South,2025-06-25 10:41:08.238817,2025-06-27 10:41:08.238817,,,,Lost,
LEAD_108962,Google Ads,Rohit Kapoor,Finance,East,2026-02-14 10:41:08.238817,2026-02-19 10:41:08.238817,,,,Lost,
LEAD_109527,,PRIYA MEHTA,Education,West,2025-10-25 10:41:08.238817,,,,,Lost,
LEAD_108442,Facebook,amit verma,,North,2025-07-18 10:41:08.238817,2025-07-25 10:41:08.238817,2025-08-02 10:41:08.238817,2025-08-19 10:41:08.238817,2025-08-23 10:41:08.238817,Lost,
LEAD_117057,website,Rahul Sharma,Education,East,2025-09-13 10:41:08.238817,,,,,Lost,
LEAD_111651,Website,rahul sharma,Finance,,2025-06-08 10:41:08.238817,2025-06-14 10:41:08.238817,2025-06-22 10:41:08.238817,2025-07-08 10:41:08.238817,2025-07-22 10:41:08.238817,Lost,
LEAD_105122,website,Amit Verma,Healthcare,East,2025-08-10 10:41:08.238817,2025-08-17 10:41:08.238817,,,,Lost,
LEAD_110196,facebook ,Rohit Kapoor,Healthcare,West,2025-11-19 10:41:08.238817,2025-11-28 10:41:08.238817,2025-12-02 10:41:08.238817,,,Lost,
LEAD_113868,,,,South,2025-07-21 10:41:08.238817,,,,,Lost,
LEAD_110424,LinkedIn,PRIYA MEHTA,Finance,North,2026-01-01 10:41:08.238817,2026-01-08 10:41:08.238817,2026-01-13 10:41:08.238817,,,Lost,
LEAD_102453,website,Rohit Kapoor,,East,2026-01-09 10:41:08.238817,,,,,Lost,
LEAD_106845,Facebook,,,South,2025-07-28 10:41:08.238817,,,,,Lost,
LEAD_111972,,,Healthcare,North,2025-09-06 10:41:08.238817,,,,,Lost,
LEAD_108736,Google Ads,amit verma,Retail,South,2025-11-06 10:41:08.238817,2025-11-09 10:41:08.238817,,,,Lost,
LEAD_110019,Referral,amit verma,IT,,2025-05-19 10:41:08.238817,2025-05-24 10:41:08.238817,,,,Lost,
LEAD_110717,,Priya Mehta,Retail,South,2025-06-26 10:41:08.238817,2025-07-02 10:41:08.238817,,,,Lost,
LEAD_113649,LinkedIn,Rohit Kapoor,Healthcare,,2025-07-13 10:41:08.238817,,,,,Lost,
LEAD_112994,website,Neha Singh,IT,South,2026-02-19 10:41:08.238817,2026-02-22 10:41:08.238817,2026-02-24 10:41:08.238817,,,Lost,
LEAD_104872,Facebook,PRIYA MEHTA,Healthcare,East,2025-03-27 10:41:08.238817,2025-04-01 10:41:08.238817,2025-04-05 10:41:08.238817,,,Lost,
LEAD_115039,,rahul sharma,Retail,West,2025-06-04 10:41:08.238817,2025-06-06 10:41:08.238817,2025-06-11 10:41:08.238817,,,Lost,
LEAD_105877,Google Ads,,,East,2025-12-07 10:41:08.238817,2025-12-08 10:41:08.238817,2025-12-20 10:41:08.238817,2025-12-22 10:41:08.238817,2026-01-01 10:41:08.238817,Lost,
LEAD_116797,website,rahul sharma,Education,East,2025-11-29 10:41:08.238817,2025-12-05 10:41:08.238817,2025-12-17 10:41:08.238817,2025-12-24 10:41:08.238817,2026-01-06 10:41:08.238817,Lost,
LEAD_109403,Referral,Priya Mehta,,South,2025-04-01 10:41:08.238817,2025-04-05 10:41:08.238817,,,,Lost,
LEAD_112822,,Neha Singh,Finance,,2025-04-01 10:41:08.238817,2025-04-09 10:41:08.238817,,,,Lost,
LEAD_114444,Google Ads,Rohit Kapoor,,South,2025-10-28 10:41:08.238817,2025-11-04 10:41:08.238817,,,,Lost,
LEAD_104832,website,Rahul Sharma,Healthcare,West,2025-03-14 10:41:08.238817,2025-03-20 10:41:08.238817,2025-03-21 10:41:08.238817,2025-04-06 10:41:08.238817,2025-04-13 10:41:08.238817,Won,105425.0
LEAD_116933,,Neha Singh,Healthcare,West,2025-08-21 10:41:08.238817,2025-08-25 10:41:08.238817,,,,Lost,
LEAD_101002,website,,Healthcare,West,2025-10-30 10:41:08.238817,2025-11-02 10:41:08.238817,2025-11-12 10:41:08.238817,2025-11-30 10:41:08.238817,2025-12-02 10:41:08.238817,Lost,
LEAD_115714,website,amit verma,IT,West,2025-06-19 10:41:08.238817,,,,,Lost,
LEAD_112399,facebook ,amit verma,Healthcare,South,2026-01-19 10:41:08.238817,2026-01-24 10:41:08.238817,2026-02-03 10:41:08.238817,2026-02-15 10:41:08.238817,2026-02-24 10:41:08.238817,Won,44142.0
LEAD_107095,Google Ads,,Healthcare,West,2025-10-08 10:41:08.238817,2025-10-16 10:41:08.238817,,,,Lost,
LEAD_106281,,Rahul Sharma,Finance,South,2025-06-10 10:41:08.238817,,,,,Lost,
LEAD_114949,Referral,Amit Verma,Education,,2025-06-11 10:41:08.238817,2025-06-12 10:41:08.238817,,,,Lost,
LEAD_113155,facebook ,amit verma,Healthcare,,2025-11-14 10:41:08.238817,2025-11-15 10:41:08.238817,,,,Lost,
LEAD_117790,Google Ads,amit verma,IT,West,2025-04-06 10:41:08.238817,2025-04-11 10:41:08.238817,2025-04-20 10:41:08.238817,2025-05-07 10:41:08.238817,2025-05-09 10:41:08.238817,Lost,
LEAD_110303,Google Ads,Priya Mehta,Healthcare,,2025-04-17 10:41:08.238817,2025-04-21 10:41:08.238817,2025-05-03 10:41:08.238817,,,Lost,
LEAD_115577,Referral,amit verma,Healthcare,,2025-07-22 10:41:08.238817,,,,,Lost,
LEAD_109838,Referral,amit verma,,,2025-03-15 10:41:08.238817,,,,,Lost,
LEAD_114960,LinkedIn,Amit Verma,,North,2025-08-15 10:41:08.238817,2025-08-20 10:41:08.238817,,,,Lost,
LEAD_114499,Referral,Rahul Sharma,Education,,2025-07-13 10:41:08.238817,2025-07-21 10:41:08.238817,,,,Lost,
LEAD_113347,,amit verma,Education,,2026-02-16 10:41:08.238817,,,,,Lost,
LEAD_102504,Facebook,Priya Mehta,Education,South,2026-02-21 10:41:08.238817,2026-02-27 10:41:08.238817,2026-03-12 10:41:08.238817,,,Lost,
LEAD_109700,,Neha Singh,,North,2025-07-30 10:41:08.238817,2025-08-08 10:41:08.238817,2025-08-09 10:41:08.238817,2025-08-28 10:41:08.238817,2025-09-04 10:41:08.238817,Won,70372.0
LEAD_102362,Google Ads,,Finance,East,2025-03-23 10:41:08.238817,2025-04-01 10:41:08.238817,,,,Lost,
LEAD_109025,google ads,Neha Singh,Education,West,2025-06-16 10:41:08.238817,2025-06-23 10:41:08.238817,2025-06-28 10:41:08.238817,,,Lost,
LEAD_100818,Google Ads,Amit Verma,Retail,West,2025-11-07 10:41:08.238817,2025-11-09 10:41:08.238817,,,,Lost,
LEAD_110059,LinkedIn,rahul sharma,Healthcare,North,2026-01-10 10:41:08.238817,2026-01-19 10:41:08.238817,2026-01-25 10:41:08.238817,2026-01-31 10:41:08.238817,2026-02-07 10:41:08.238817,Lost,
LEAD_109638,Facebook,,,,2025-05-26 10:41:08.238817,2025-05-31 10:41:08.238817,,,,Lost,
LEAD_106049,facebook ,PRIYA MEHTA,Retail,South,2025-11-18 10:41:08.238817,2025-11-21 10:41:08.238817,,,,Lost,
LEAD_116870,Google Ads,Neha Singh,Finance,East,2025-02-27 10:41:08.238817,,,,,Lost,
LEAD_108630,Website,Neha Singh,Retail,,2026-01-04 10:41:08.238817,2026-01-08 10:41:08.238817,2026-01-22 10:41:08.238817,2026-01-25 10:41:08.238817,2026-01-31 10:41:08.238817,Won,70562.0
LEAD_112464,facebook ,Neha Singh,,East,2025-06-27 10:41:08.238817,,,,,Lost,
LEAD_104962,,Rahul Sharma,,East,2025-04-24 10:41:08.238817,2025-04-30 10:41:08.238817,,,,Lost,
LEAD_101736,LinkedIn,rahul sharma,Healthcare,East,2025-06-23 10:41:08.238817,2025-06-26 10:41:08.238817,2025-07-09 10:41:08.238817,,,Lost,
LEAD_113669,Google Ads,amit verma,Healthcare,South,2025-08-28 10:41:08.238817,,,,,Lost,
LEAD_114373,Facebook,Rohit Kapoor,Education,North,2025-11-28 10:41:08.238817,2025-12-04 10:41:08.238817,2025-12-08 10:41:08.238817,,,Lost,
LEAD_113578,Google Ads,Neha Singh,IT,North,2025-09-26 10:41:08.238817,2025-09-28 10:41:08.238817,,,,Lost,
LEAD_102543,Website,PRIYA MEHTA,,,2026-02-04 10:41:08.238817,2026-02-05 10:41:08.238817,2026-02-18 10:41:08.238817,,,Lost,
LEAD_116196,website,Amit Verma,Healthcare,North,2025-10-24 10:41:08.238817,2025-10-25 10:41:08.238817,2025-11-07 10:41:08.238817,,,Lost,
LEAD_104140,Referral,Priya Mehta,Healthcare,South,2026-02-14 10:41:08.238817,2026-02-22 10:41:08.238817,2026-02-27 10:41:08.238817,2026-03-17 10:41:08.238817,2026-03-25 10:41:08.238817,Won,46537.0
LEAD_105652,Google Ads,Amit Verma,Education,South,2025-10-16 10:41:08.238817,2025-10-24 10:41:08.238817,2025-11-02 10:41:08.238817,2025-11-17 10:41:08.238817,2025-12-01 10:41:08.238817,Lost,
LEAD_105054,Website,Rahul Sharma,Healthcare,South,2025-07-17 10:41:08.238817,,,,,Lost,
LEAD_112215,google ads,Rahul Sharma,Retail,,2025-06-26 10:41:08.238817,,,,,Lost,
LEAD_110887,Referral,Neha Singh,Education,,2026-01-09 10:41:08.238817,,,,,Lost,
LEAD_115996,Referral,Priya Mehta,IT,West,2025-03-15 10:41:08.238817,2025-03-17 10:41:08.238817,,,,Lost,
LEAD_105183,,PRIYA MEHTA,Finance,East,2025-12-03 10:41:08.238817,2025-12-08 10:41:08.238817,,,,Lost,
LEAD_108746,website,Amit Verma,IT,West,2025-04-16 10:41:08.238817,,,,,Lost,
LEAD_117264,google ads,Rohit Kapoor,IT,West,2025-09-12 10:41:08.238817,,,,,Lost,
LEAD_113632,Website,Neha Singh,Healthcare,South,2025-08-30 10:41:08.238817,2025-09-01 10:41:08.238817,2025-09-14 10:41:08.238817,2025-10-03 10:41:08.238817,2025-10-17 10:41:08.238817,Won,73930.0
LEAD_108197,Facebook,amit verma,Finance,,2026-01-25 10:41:08.238817,2026-01-30 10:41:08.238817,,,,Lost,
LEAD_113307,LinkedIn,Amit Verma,Healthcare,East,2025-12-15 10:41:08.238817,2025-12-21 10:41:08.238817,2025-12-31 10:41:08.238817,,,Lost,
LEAD_114612,facebook ,,IT,West,2025-11-09 10:41:08.238817,,,,,Lost,
LEAD_114017,Google Ads,amit verma,Retail,South,2025-04-25 10:41:08.238817,2025-05-02 10:41:08.238817,,,,Lost,
LEAD_108996,LinkedIn,PRIYA MEHTA,Retail,North,2025-05-11 10:41:08.238817,2025-05-16 10:41:08.238817,,,,Lost,
LEAD_112816,website,Rohit Kapoor,,West,2025-10-03 10:41:08.238817,2025-10-04 10:41:08.238817,2025-10-09 10:41:08.238817,,,Lost,
LEAD_109940,Google Ads,Neha Singh,Education,West,2025-04-18 10:41:08.238817,2025-04-23 10:41:08.238817,2025-04-25 10:41:08.238817,2025-04-30 10:41:08.238817,2025-05-03 10:41:08.238817,Won,121027.0
LEAD_114983,Referral,rahul sharma,Healthcare,West,2025-11-24 10:41:08.238817,2025-12-03 10:41:08.238817,2025-12-09 10:41:08.238817,2025-12-24 10:41:08.238817,2026-01-04 10:41:08.238817,Lost,
LEAD_111724,Facebook,Neha Singh,,South,2026-01-13 10:41:08.238817,2026-01-16 10:41:08.238817,2026-01-30 10:41:08.238817,2026-02-11 10:41:08.238817,2026-02-25 10:41:08.238817,Lost,
LEAD_105913,Referral,Rahul Sharma,IT,East,2025-05-14 10:41:08.238817,2025-05-18 10:41:08.238817,2025-05-19 10:41:08.238817,2025-06-06 10:41:08.238817,2025-06-10 10:41:08.238817,Won,182147.0
LEAD_102338,Referral,amit verma,Finance,West,2025-07-03 10:41:08.238817,2025-07-06 10:41:08.238817,2025-07-13 10:41:08.238817,,,Lost,
LEAD_106474,Website,amit verma,Finance,,2025-06-07 10:41:08.238817,2025-06-13 10:41:08.238817,2025-06-24 10:41:08.238817,2025-06-30 10:41:08.238817,2025-07-04 10:41:08.238817,Won,154968.0
LEAD_111692,Referral,Priya Mehta,Healthcare,South,2025-03-03 10:41:08.238817,2025-03-06 10:41:08.238817,,,,Lost,
LEAD_117348,LinkedIn,rahul sharma,Education,East,2025-07-28 10:41:08.238817,2025-07-29 10:41:08.238817,2025-08-08 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-24 10:41:08.238817,Lost,
LEAD_111783,google ads,Amit Verma,Finance,South,2025-11-05 10:41:08.238817,,,,,Lost,
LEAD_100781,website,Rohit Kapoor,Education,,2025-12-30 10:41:08.238817,2026-01-06 10:41:08.238817,,,,Lost,
LEAD_115466,Referral,amit verma,Finance,,2025-10-24 10:41:08.238817,2025-10-25 10:41:08.238817,,,,Lost,
LEAD_102322,Referral,Neha Singh,Education,South,2025-03-30 10:41:08.238817,2025-04-06 10:41:08.238817,2025-04-10 10:41:08.238817,,,Lost,
LEAD_108626,facebook ,Neha Singh,Education,West,2025-04-30 10:41:08.238817,2025-05-02 10:41:08.238817,2025-05-11 10:41:08.238817,,,Lost,
LEAD_117522,,Priya Mehta,IT,East,2025-12-29 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-05 10:41:08.238817,,,Lost,
LEAD_100526,Facebook,Neha Singh,Retail,East,2025-12-06 10:41:08.238817,,,,,Lost,
LEAD_110714,facebook ,PRIYA MEHTA,Healthcare,,2025-09-10 10:41:08.238817,2025-09-18 10:41:08.238817,2025-09-19 10:41:08.238817,,,Lost,
LEAD_115265,website,,Finance,South,2025-09-25 10:41:08.238817,2025-09-27 10:41:08.238817,,,,Lost,
LEAD_100217,Google Ads,PRIYA MEHTA,IT,West,2025-06-13 10:41:08.238817,,,,,Lost,
LEAD_106142,Google Ads,Priya Mehta,Healthcare,South,2025-09-20 10:41:08.238817,,,,,Lost,
LEAD_113117,Facebook,amit verma,Retail,East,2025-03-14 10:41:08.238817,2025-03-21 10:41:08.238817,,,,Lost,
LEAD_103132,Facebook,amit verma,Education,North,2025-06-30 10:41:08.238817,2025-07-07 10:41:08.238817,2025-07-10 10:41:08.238817,,,Lost,
LEAD_111481,LinkedIn,Priya Mehta,,South,2025-05-27 10:41:08.238817,2025-05-30 10:41:08.238817,2025-06-01 10:41:08.238817,,,Lost,
LEAD_112023,,Priya Mehta,Retail,South,2025-04-03 10:41:08.238817,2025-04-05 10:41:08.238817,2025-04-08 10:41:08.238817,2025-04-27 10:41:08.238817,2025-05-01 10:41:08.238817,Lost,
LEAD_117316,google ads,,,East,2025-10-19 10:41:08.238817,2025-10-27 10:41:08.238817,,,,Lost,
LEAD_112739,Google Ads,Rohit Kapoor,IT,North,2025-10-16 10:41:08.238817,,,,,Lost,
LEAD_109338,Google Ads,PRIYA MEHTA,IT,East,2025-05-29 10:41:08.238817,2025-06-01 10:41:08.238817,2025-06-13 10:41:08.238817,,,Lost,
LEAD_115814,google ads,PRIYA MEHTA,Healthcare,,2025-07-10 10:41:08.238817,2025-07-11 10:41:08.238817,2025-07-24 10:41:08.238817,2025-08-03 10:41:08.238817,2025-08-06 10:41:08.238817,Won,25605.0
LEAD_100538,LinkedIn,Neha Singh,Healthcare,East,2026-01-16 10:41:08.238817,2026-01-17 10:41:08.238817,2026-01-27 10:41:08.238817,2026-02-02 10:41:08.238817,2026-02-14 10:41:08.238817,Lost,
LEAD_114321,Website,,,East,2025-05-19 10:41:08.238817,,,,,Lost,
LEAD_113185,Website,Amit Verma,IT,East,2025-11-12 10:41:08.238817,,,,,Lost,
LEAD_111019,Referral,PRIYA MEHTA,Finance,West,2025-12-25 10:41:08.238817,2025-12-26 10:41:08.238817,2026-01-03 10:41:08.238817,2026-01-07 10:41:08.238817,2026-01-16 10:41:08.238817,Won,28684.0
LEAD_100787,Website,Amit Verma,Healthcare,South,2026-01-17 10:41:08.238817,2026-01-26 10:41:08.238817,2026-02-02 10:41:08.238817,2026-02-09 10:41:08.238817,2026-02-13 10:41:08.238817,Lost,
LEAD_103594,,Rohit Kapoor,IT,North,2025-08-24 10:41:08.238817,2025-08-29 10:41:08.238817,,,,Lost,
LEAD_115657,Website,Amit Verma,Healthcare,East,2025-02-23 10:41:08.238817,2025-03-03 10:41:08.238817,,,,Lost,
LEAD_105659,google ads,Amit Verma,IT,East,2025-10-16 10:41:08.238817,2025-10-19 10:41:08.238817,2025-10-31 10:41:08.238817,,,Lost,
LEAD_103076,google ads,Priya Mehta,,,2026-02-06 10:41:08.238817,2026-02-15 10:41:08.238817,,,,Lost,
LEAD_101350,google ads,rahul sharma,Retail,North,2025-03-14 10:41:08.238817,2025-03-23 10:41:08.238817,2025-03-27 10:41:08.238817,,,Lost,
LEAD_112631,website,PRIYA MEHTA,Retail,,2025-03-08 10:41:08.238817,2025-03-17 10:41:08.238817,,,,Lost,
LEAD_102960,,rahul sharma,,North,2025-03-26 10:41:08.238817,2025-03-27 10:41:08.238817,2025-04-03 10:41:08.238817,2025-04-17 10:41:08.238817,2025-04-23 10:41:08.238817,Lost,
LEAD_105455,Google Ads,amit verma,Education,West,2025-03-20 10:41:08.238817,,,,,Lost,
LEAD_101677,google ads,rahul sharma,Education,,2026-02-04 10:41:08.238817,2026-02-07 10:41:08.238817,2026-02-19 10:41:08.238817,,,Lost,
LEAD_101976,Website,Amit Verma,Retail,West,2025-06-12 10:41:08.238817,2025-06-16 10:41:08.238817,,,,Lost,
LEAD_106643,website,Rohit Kapoor,Healthcare,South,2025-07-30 10:41:08.238817,,,,,Lost,
LEAD_107894,facebook ,Rahul Sharma,IT,West,2026-02-11 10:41:08.238817,,,,,Lost,
LEAD_114073,LinkedIn,Rohit Kapoor,Retail,,2025-04-05 10:41:08.238817,2025-04-10 10:41:08.238817,2025-04-11 10:41:08.238817,,,Lost,
LEAD_116328,Google Ads,PRIYA MEHTA,Retail,North,2025-11-06 10:41:08.238817,2025-11-12 10:41:08.238817,2025-11-16 10:41:08.238817,2025-11-25 10:41:08.238817,2025-12-07 10:41:08.238817,Lost,
LEAD_101085,facebook ,Amit Verma,Education,South,2025-03-03 10:41:08.238817,2025-03-09 10:41:08.238817,2025-03-11 10:41:08.238817,,,Lost,
LEAD_106886,Facebook,,Healthcare,West,2025-05-03 10:41:08.238817,2025-05-07 10:41:08.238817,,,,Lost,
LEAD_101182,Google Ads,Amit Verma,IT,North,2025-09-12 10:41:08.238817,2025-09-13 10:41:08.238817,2025-09-21 10:41:08.238817,2025-09-28 10:41:08.238817,2025-10-01 10:41:08.238817,Lost,
LEAD_116384,Facebook,Rohit Kapoor,Education,West,2025-07-09 10:41:08.238817,2025-07-14 10:41:08.238817,,,,Lost,
LEAD_105205,Google Ads,Rohit Kapoor,Healthcare,,2025-08-17 10:41:08.238817,2025-08-24 10:41:08.238817,2025-08-29 10:41:08.238817,2025-09-08 10:41:08.238817,2025-09-19 10:41:08.238817,Lost,
LEAD_111750,Google Ads,PRIYA MEHTA,Education,East,2025-09-24 10:41:08.238817,2025-09-25 10:41:08.238817,2025-10-03 10:41:08.238817,2025-10-18 10:41:08.238817,2025-10-31 10:41:08.238817,Won,53868.0
LEAD_101707,Google Ads,Neha Singh,Retail,North,2025-11-17 10:41:08.238817,2025-11-24 10:41:08.238817,,,,Lost,
LEAD_105573,Referral,Priya Mehta,Retail,South,2025-07-09 10:41:08.238817,,,,,Lost,
LEAD_100330,Referral,Rahul Sharma,IT,South,2025-07-07 10:41:08.238817,,,,,Lost,
LEAD_105914,Referral,,Healthcare,North,2025-10-28 10:41:08.238817,2025-11-01 10:41:08.238817,2025-11-10 10:41:08.238817,,,Lost,
LEAD_105683,Facebook,,Education,East,2026-02-20 10:41:08.238817,2026-02-27 10:41:08.238817,2026-03-11 10:41:08.238817,2026-03-15 10:41:08.238817,2026-03-25 10:41:08.238817,Won,134636.0
LEAD_115350,facebook ,Priya Mehta,Retail,West,2025-04-11 10:41:08.238817,,,,,Lost,
LEAD_110975,facebook ,Priya Mehta,Healthcare,North,2025-07-26 10:41:08.238817,2025-08-03 10:41:08.238817,2025-08-17 10:41:08.238817,2025-08-19 10:41:08.238817,2025-08-25 10:41:08.238817,Lost,
LEAD_112544,Website,Priya Mehta,,North,2025-12-03 10:41:08.238817,2025-12-10 10:41:08.238817,2025-12-14 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-07 10:41:08.238817,Lost,
LEAD_111179,LinkedIn,Rahul Sharma,Education,North,2025-06-09 10:41:08.238817,2025-06-16 10:41:08.238817,2025-06-30 10:41:08.238817,,,Lost,
LEAD_105704,Google Ads,rahul sharma,Finance,South,2025-11-28 10:41:08.238817,2025-11-30 10:41:08.238817,2025-12-01 10:41:08.238817,2025-12-13 10:41:08.238817,2025-12-25 10:41:08.238817,Lost,
LEAD_117910,LinkedIn,PRIYA MEHTA,Healthcare,North,2025-08-06 10:41:08.238817,2025-08-09 10:41:08.238817,,,,Lost,
LEAD_100334,website,Neha Singh,Finance,South,2025-07-19 10:41:08.238817,,,,,Lost,
LEAD_101376,website,Neha Singh,,West,2025-04-20 10:41:08.238817,2025-04-28 10:41:08.238817,,,,Lost,
